1	  0.000000	  0.000000	  0.987903	  0.012097	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	   0.0	   0.0	 583.4	 603.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	  0.000000	  0.000000	  0.987903	  0.012097	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
2	  0.000000	  0.000000	  0.239657	  0.636831	  0.123512	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	   0.0	   0.0	 558.9	 687.1	 832.2	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	  0.000000	  0.000000	  0.239657	  0.636831	  0.123512	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
3	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  1.000000	  0.000000	  0.000000	  0.000000	  0.000000	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	2300.3	   0.0	   0.0	   0.0	   0.0	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  1.000000	  0.000000	  0.000000	  0.000000	  0.000000
4	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.539510	  0.460490	  0.000000	  0.000000	  0.000000	  0.000000	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	2124.8	2243.9	   0.0	   0.0	   0.0	   0.0	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.539510	  0.460490	  0.000000	  0.000000	  0.000000	  0.000000
5	  0.000000	  0.562987	  0.437013	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	   0.0	 352.8	 447.4	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	  0.000000	  0.562987	  0.437013	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
6	  0.012846	  0.585737	  0.303020	  0.097385	  0.001012	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	 143.3	 295.3	 490.5	 661.0	 812.9	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	  0.012846	  0.585737	  0.303020	  0.097385	  0.001012	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
7	  0.000000	  0.191262	  0.320153	  0.330491	  0.153345	  0.004749	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	   0.0	 319.5	 502.6	 698.4	 867.3	1028.1	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	  0.000000	  0.191262	  0.320153	  0.330491	  0.153345	  0.004749	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
8	  0.000000	  0.000000	  0.020566	  0.061661	  0.297859	  0.517073	  0.102841	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	   0.0	   0.0	 528.2	 717.6	 922.2	1102.2	1231.1	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	  0.000000	  0.000000	  0.020566	  0.061661	  0.297859	  0.517073	  0.102841	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
9	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.646668	  0.352974	  0.000359	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	   0.0	   0.0	   0.0	   0.0	   0.0	1134.5	1248.9	1403.1	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.646668	  0.352974	  0.000359	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
10	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.276862	  0.124647	  0.154385	  0.256406	  0.182143	  0.005556	  0.000000	  0.000000	  0.000000	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	1521.8	1691.8	1910.2	2102.3	2279.1	2418.7	   0.0	   0.0	   0.0	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.276862	  0.124647	  0.154385	  0.256406	  0.182143	  0.005556	  0.000000	  0.000000	  0.000000
11	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.161738	  0.205314	  0.378810	  0.244577	  0.009561	  0.000000	  0.000000	  0.000000	  0.000000	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	1529.1	1717.0	1904.4	2074.4	2224.4	   0.0	   0.0	   0.0	   0.0	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.161738	  0.205314	  0.378810	  0.244577	  0.009561	  0.000000	  0.000000	  0.000000	  0.000000
12	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.081501	  0.354804	  0.459148	  0.096165	  0.008383	  0.000000	  0.000000	  0.000000	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	1735.4	1924.1	2071.8	2278.6	2425.8	   0.0	   0.0	   0.0	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.081501	  0.354804	  0.459148	  0.096165	  0.008383	  0.000000	  0.000000	  0.000000
13	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.113214	  0.317278	  0.524119	  0.045388	  0.000000	  0.000000	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	2158.6	2316.8	2503.5	2620.4	   0.0	   0.0	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.113214	  0.317278	  0.524119	  0.045388	  0.000000	  0.000000
14	  0.000000	  0.386379	  0.483125	  0.128742	  0.001755	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	   0.0	 327.5	 487.2	 643.3	 824.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	  0.000000	  0.386379	  0.483125	  0.128742	  0.001755	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
15	  0.000000	  0.163087	  0.247134	  0.445498	  0.141396	  0.002884	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	   0.0	 314.6	 509.7	 692.5	 871.4	1020.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	  0.000000	  0.163087	  0.247134	  0.445498	  0.141396	  0.002884	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
16	  0.000000	  0.013637	  0.066861	  0.312797	  0.349050	  0.236920	  0.020734	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	   0.0	 347.2	 525.0	 718.4	 897.6	1075.0	1232.3	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	  0.000000	  0.013637	  0.066861	  0.312797	  0.349050	  0.236920	  0.020734	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
